AGE,workclass,education_level,EDUCATION-NUM,marital-status,OCCUPATION,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,event_time,random_flag,source_system
46, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family,, Female,0.0$,0,40, United-States,<=80K,26/12/25,,crm
42, State-gov, HS-grad,, Married-civ-spouse, Protective-serv, Husband, White, Male,,0,72, United-States,>80K,11/03/26,,batch
44, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0.0k,43, United-States,<=80K,,,crm
31, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,<=80K,11/10/25,,web
, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0.0k,58, United-States,<=80K,20/11/23,N,batch
35, Private, Bachelors,13, Separated, Sales, Not-in-family, White, Male,0,0,50.00%,,>80K,26/06/24,Y,batch
17, Private, 11th,7.00%, Never-married, Other-service, Other-relative, White, Female,0,0.0k,, United-States,,11-18-2024 10:00:21,N,app
22, Private, 7th-8th,4, Married-civ-spouse,, Husband, White, Male,0.0$,0,40, United-States,<=80K,22/08/23,N,crm
22, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,37, United-States,<=80K,10-30-2024 10:00:21,,batch
28, Self-emp-not-inc, Assoc-acdm,12,, Exec-managerial, Not-in-family, White, Male,0,0,21, Guatemala,<=80K,08-19-2023 10:00:21,,crm
35, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,<=80K,10-29-2023 10:00:21,,app
38, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0.0$,0,48, United-States,<=80K,19/11/23,Y,batch
49, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45.00%, United-States,>80K,11-29-2024 10:00:21,N,app
42$, Private,,13, Married-civ-spouse, Sales, Husband, White, Male,0.0$,0.0k,60, United-States,>80K,11-17-2025 10:00:21,Y,app
53, Private, HS-grad,9.00%, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0$,1740,40,,<=80K,08-22-2025 10:00:21,Y,app
59, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,,50, United-States,<=80K,09-24-2024 10:00:21,Y,web
18, Self-emp-inc,,9.00%, Never-married, Farming-fishing, Own-child, White, Male,0,0,25, United-States,<=80K,30/08/23,,crm
, Local-gov, Masters,14, Married-civ-spouse,, Wife, White, Female,,0,28,,>80K,30/08/24,,web
26, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,<=80K,22/01/26,,batch
24, Private, Some-college,10, Married-spouse-absent, Farming-fishing, Unmarried, White, Female,0,,40, United-States,<=80K,08/04/24 10:00,N,batch
45, Private, Masters,14, Separated, Tech-support, Unmarried, White, Female,0,0,36, United-States,<=80K,07/09/25,Y,app
34, Private, Prof-school,15.00%, Married-civ-spouse, Sales, Husband, White, Male,7688,0,, United-States,>80K,10/03/25,,crm
27$, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,33, United-States,<=80K,18/12/24,,web
48, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40,,<=80K,18/11/23,N,app
20,, Some-college,10, Never-married, Transport-moving, Own-child,, Male,0,0,40, United-States,<=80K,06/10/24,Y,batch
49, Self-emp-not-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States,>80K,10/02/23 10:00,N,batch
26, Private, HS-grad,, Divorced, Exec-managerial, Unmarried, White, Female,,0,40, United-States,<=80K,06-26-2024 10:00:21,Y,app
38, Self-emp-inc, Bachelors,13.00%, Married-civ-spouse, Sales,, White, Male,15024.0$,0,40, United-States,>80K,,Y,app
27, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,60, United-States,<=80K,10/11/23 10:00,,web
21, State-gov, Some-college,10.00%, Never-married, Other-service, Not-in-family, White, Female,0.0$,0.0k,35, United-States,<=80K,07-21-2025 10:00:21,,crm
40, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty,, White, Male,0,0,40, United-States,,07/08/25 10:00,,batch
47, Private, 7th-8th,4.00%, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,48, Puerto-Rico,<=80K,21/11/24,N,app
24, Private, HS-grad,9.00%, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,50, United-States,<=80K,09/06/25,Y,crm
43$, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,, Male,,0,40, United-States,>80K,11-29-2024 10:00:21,,crm
44, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,47, United-States,<=80K,08/04/26,,crm
56, Private, 9th,, Married-civ-spouse, Other-service, Wife, White, Female,4508.0$,0,28, United-States,<=80K,20/09/24,Y,web
53$, Self-emp-inc, Bachelors,, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,50, United-States,>80K,12-29-2024 10:00:21,,crm
36, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White,,0,0,40,,<=80K,,,web
56, Local-gov,,8, Divorced, Transport-moving, Not-in-family, White, Male,,,40, United-States,<=80K,13/04/25,Y,web
26, Private, Assoc-voc,11, Never-married, Adm-clerical,, White, Female,0,1590,40, United-States,<=80K,08/04/25 10:00,N,web
31, Private, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=80K,08-17-2023 10:00:21,N,crm
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,7, United-States,<=80K,03/05/25,Y,crm
26, Private, HS-grad,9.00%, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States,<=80K,22/03/25,Y,web
40, Private, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0.0$,0,50, United-States,<=80K,29/11/24,,batch
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,<=80K,20/03/25,,batch
35, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White,,3103,0,40, United-States,>80K,26/02/24,N,crm
33, Private, 9th,5,, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,<=80K,12/06/24 10:00,N,crm
59, Private, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,0,0,15, United-States,<=80K,26/08/25,Y,batch
49, Local-gov, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,47, United-States,<=80K,31/10/23,N,web
54,, Some-college,10, Married-civ-spouse, Sales, Husband, White,,0,0,40, United-States,<=80K,12/03/26,Y,crm
23, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,2829.0$,0,42, United-States,<=80K,22/04/25,,app
, State-gov, Masters,, Married-civ-spouse, Prof-specialty, Husband, White,,0,0,30,,<=80K,07/06/25 10:00,Y,web
33, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,43.00%, United-States,<=80K,14/04/26,Y,web
36, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,40.00%, Germany,>80K,08/04/24,,web
57, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States,>80K,02-15-2025 10:00:21,,batch
22, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,<=80K,28/01/24,N,batch
47, Private, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0.0$,0,40, United-States,>80K,30/12/23,Y,app
23, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,<=80K,04/08/26 10:00,Y,app
46, Local-gov, HS-grad,9, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,33, United-States,<=80K,03-28-2026 10:00:21,N,batch
49$, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,<=80K,04/09/23,N,batch
51, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,40.00%, United-States,<=80K,26/08/24,Y,web
21, Private, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,0.0$,0,40, United-States,<=80K,26/08/25,Y,crm
33, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0.0$,0,46, United-States,<=80K,14/05/24,,crm
45, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0$,0.0k,40,,>80K,08/04/25 10:00,,app
, Local-gov, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,0,0,32.00%, United-States,<=80K,10/02/24,,crm
27, Local-gov, Assoc-acdm,12,, Protective-serv,, White, Male,0,0,40, United-States,,12-24-2024 10:00:21,,crm
34, Private, HS-grad,9.00%, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,<=80K,11/04/24,N,app
56, Private, HS-grad,9.00%, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=80K,19/02/25,,batch
, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,,<=80K,11-27-2024 10:00:21,Y,web
24, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=80K,23/10/25,N,web
59, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,,0,25, United-States,<=80K,15/04/26,N,batch
33$, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0.0$,0,40, United-States,<=80K,07/11/24 10:00,,web
49$, State-gov, HS-grad,9,, Tech-support, Husband,, Male,0,0,40, United-States,<=80K,17/03/24,Y,app
41, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40.00%, United-States,<=80K,29/12/24,Y,batch
34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,<=80K,03-16-2026 10:00:21,,crm
43, Private, 11th,7, Never-married, Other-service, Not-in-family, Black,,0,0,40, United-States,<=80K,29/07/25,,crm
18, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States,<=80K,09/09/24,Y,crm
30, Private, HS-grad,9,, Machine-op-inspct, Husband, White,,3942.0$,0,, United-States,<=80K,01/08/25 10:00,Y,crm
29, Private, HS-grad,9.00%, Married-civ-spouse, Transport-moving, Husband, White, Male,2635,0,40.00%, United-States,<=80K,19/01/24,N,batch
50, Private, HS-grad,9.00%, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States,>80K,18/08/24,,crm
24, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,,40, United-States,<=80K,29/04/24,,app
53$, Private, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,,0,40, United-States,<=80K,,Y,crm
52, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,22/08/25,Y,web
42, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>80K,05-23-2025 10:00:21,Y,web
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0.0k,55, United-States,>80K,07/02/25,Y,app
34, Self-emp-inc, HS-grad,9.00%,, Craft-repair, Not-in-family, Black, Male,0,,50, United-States,<=80K,04-15-2026 10:00:21,Y,crm
38$, Federal-gov, HS-grad,, Never-married, Transport-moving, Not-in-family, White, Male,6849,0.0k,50, United-States,<=80K,19/06/24,Y,crm
32,, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,2174,0,45, Taiwan,<=80K,11/06/25,Y,app
31, Local-gov, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0.0$,0,72, United-States,<=80K,03/03/24,Y,app
34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,<=80K,07/05/24 10:00,,app
49, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0.0k,40, United-States,<=80K,,Y,app
54, Self-emp-not-inc, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,6849,,50, United-States,<=80K,05/07/25 10:00,N,batch
58, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,,0,40, United-States,>80K,29/05/25,N,app
28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,,0,40,,<=80K,17/08/24,,web
36$, Private, HS-grad,9.00%, Married-civ-spouse, Craft-repair,, White, Male,,0,50, United-States,<=80K,19/11/23,,web
26$, Private, Assoc-acdm,12, Married-civ-spouse,, Wife, White, Female,0,0,50, United-States,>80K,06/01/26,,app
33$, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners,, White, Male,0,0,40,,<=80K,02/01/24,Y,batch
51, Private, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, Black, Female,0,0,40, Jamaica,,12/12/23 10:00,N,app
53, Local-gov, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, United-States,<=80K,10/12/25 10:00,Y,crm
33$, Private, Assoc-voc,11, Never-married, Sales, Own-child, White, Male,0,0,40,,,09-14-2025 10:00:21,Y,web
45, Federal-gov,,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0.0k,40, United-States,>80K,21/10/24,,app
27, Private, 5th-6th,3, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,52, Mexico,<=80K,02/12/24,N,batch
35, Private, HS-grad,9.00%, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States,<=80K,,N,batch
47, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,, United-States,<=80K,24/11/23,N,app
17, Private, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0.0$,0,30.00%, United-States,<=80K,01/01/26 10:00,Y,batch
55, Self-emp-inc, Assoc-voc,11, Divorced, Exec-managerial,, White, Male,,0,30, United-States,<=80K,07/07/25 10:00,,web
28$, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,,0,35, United-States,<=80K,10/06/25,,crm
, Self-emp-not-inc, Masters,14, Divorced,, Not-in-family, White, Female,0.0$,,45.00%, United-States,,10-13-2024 10:00:21,N,batch
18$, Private, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,6.00%, United-States,<=80K,30/12/23,,crm
43, Local-gov, HS-grad,9, Separated, Adm-clerical, Other-relative, White, Female,0,0,, United-States,,23/12/25,Y,app
60, Self-emp-not-inc, HS-grad,9.00%, Married-civ-spouse,, Husband, White, Male,,0,, United-States,<=80K,05/04/24,N,crm
,, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1887,70, United-States,>80K,14/10/25,Y,app
52, Private, HS-grad,, Divorced, Other-service, Not-in-family, White, Female,2597,0,36.00%, United-States,<=80K,08-25-2025 10:00:21,Y,web
40, Private, Bachelors,13.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,,,,03/08/25,N,crm
52, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States,<=80K,03/11/26 10:00,,app
27, Federal-gov, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,,0,40, United-States,<=80K,,Y,batch
44, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40.00%, Philippines,,07-24-2024 10:00:21,N,batch
56, Private, HS-grad,9.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,,<=80K,02/08/25,N,web
35, Private, Bachelors,13.00%,, Adm-clerical, Not-in-family, White, Male,0.0$,0,40, United-States,<=80K,,Y,web
35, Private, Some-college,10, Divorced, Exec-managerial, Unmarried,, Female,0,0,40,,<=80K,,Y,crm
, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,,40.00%, Puerto-Rico,<=80K,25/12/24,,app
42, Local-gov, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States,<=80K,26/03/24,Y,batch
63, Private, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,, United-States,<=80K,12/03/24 10:00,Y,batch
48, State-gov, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15,,,12-26-2023 10:00:21,N,batch
41, Private, Bachelors,13, Separated, Sales, Not-in-family, White, Female,0,0,40,,<=80K,24/12/25,,batch
17, Private, 11th,7, Never-married, Other-service, Own-child,, Female,,0,10, United-States,<=80K,08-22-2025 10:00:21,,batch
26, State-gov,,10.00%, Never-married, Adm-clerical, Other-relative, White, Male,0,0,25.00%, United-States,<=80K,12/10/24,Y,app
33, Local-gov, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Male,0,2339,40, United-States,<=80K,04/07/25 10:00,N,web
41, Private, HS-grad,9.00%, Divorced,, Not-in-family, White, Male,0,,40, United-States,<=80K,28/10/25,Y,crm
20, Private, Some-college,10, Never-married, Adm-clerical,,, Male,0.0$,0,25.00%, United-States,<=80K,18/09/24,N,app
26, Private, Some-college,10, Married-civ-spouse,, Husband,, Male,0,0,40, United-States,<=80K,,Y,crm
35, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0$,0,40, United-States,<=80K,14/06/25,N,app
47, Self-emp-inc, HS-grad,9.00%, Married-civ-spouse, Sales, Husband,, Male,0.0$,0,50, United-States,<=80K,10-24-2023 10:00:21,Y,app
64, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0.0$,0,22, United-States,<=80K,27/05/25,,crm
32, Private,,9, Married-civ-spouse, Craft-repair, Husband, White, Male,,0,40.00%, United-States,<=80K,11/10/23,,app
47, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, Black,,0.0$,0.0k,40, United-States,<=80K,02/07/26 10:00,Y,app
22, Private, HS-grad,9,, Other-service, Not-in-family, White, Male,0,0,20, United-States,<=80K,10/04/25,Y,batch
35, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,<=80K,25/04/26,N,batch
53,, 12th,8, Married-civ-spouse,, Husband, White, Male,0.0$,0,40, United-States,<=80K,16/10/25,,crm
29,, HS-grad,, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States,<=80K,06-27-2024 10:00:21,Y,crm
, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0.0k,, United-States,<=80K,31/10/24,N,web
45,, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0.0k,50, United-States,>80K,21/04/26,Y,crm
20, State-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,15,,<=80K,31/07/25,Y,web
42$, Private, Assoc-voc,11, Married-civ-spouse,, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam,>80K,03/09/25,,crm
45, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,,<=80K,10/11/25,,web
77, Private, 5th-6th,3, Married-civ-spouse, Other-service,, White, Male,0.0$,0,20,,<=80K,05/03/24,Y,web
,, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0.0k,40.00%, United-States,<=80K,01-30-2026 10:00:21,Y,web
21, Private, Some-college,10,, Other-service, Not-in-family, Black, Female,0.0$,0,10, United-States,<=80K,27/05/25,Y,app
32, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0$,0,25.00%,,>80K,03/01/26,,web
41, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,>80K,02/12/25,,batch
, Private, HS-grad,9, Separated, Tech-support, Not-in-family, Black, Female,0.0$,0,40, United-States,<=80K,03/01/26,N,app
26, Local-gov, Bachelors,13.00%, Never-married, Protective-serv, Not-in-family, White, Female,0,0,48, United-States,<=80K,17/04/25,N,batch
